CaseID,Condition,Case_ID,Case_Type,Epidemiological_Classification,Facility,Facility_Sector,Facility_Type,Facility_Classification,District,Sub_District,Province,Notifier,Symptom_Date,Diagnosis_Date,Diagnosis_Method,Notification_Date,Folder_No,Patient_Name,Patient_Surname,Patient_DOB,Patient_Age,Patient_Age_Category,Patient_Age_Unit,Patient_Gender,ID_Type,Patient_ID_No,Patient_Passport_No,Patient_Contact_No,Patient_Country,Patient_Province,Patient_Suburb,Patient_City,Patient_Vital_Status,Patient_Death_Date,Patient_Admission_Status,Patient_has_Travelled,Vaccination_Status,Vaccination_last_Date,Specimen_Collected,Specimen_Barcode,Episode_Number,Case_Source,PregnancyStatus,treatment,Symptoms,patientWeight,patientheight,EthnicGroup,CurrentOccupation,OtherOccupation,HCWType,PreviousEmp,OtherPreviousEmp,Smoking,NoCigarettes,Alcohol,NoAlcoholDrinks,AlcoholGreaterSix,OtherDrugUse,CCHypertension,CCDiabetes,CCChroniccardiacdisease,CCChronicPulmonaryDisease,CCAsthma,CCChronicRenalDisease,CCMalignancy,CCTypeMalignancy,CCTB,CCHIV,CCOther,Disability,CCOtherDisability,HIVART,HIVCD4Date,HIVCD4Value,HIVVLDate,HIVVLValue,IsChildHIVExposed,PMHTBTreatment,PMHHospitalAdmission,PMHAdmissionDate,InternationalTravel3months,TraveledCountry3months,InterprovincialTravel3months,TraveledProvince3months,ContactWithAnimals,OtherAnimalContact,AdmissionFacility,AdmissionDate,AdmissionWard,AdmissionTreatment,OtherAdmissionTreatment,PatientOutcome,TransferredOutHospital,OutcomeDate,MalariaProphylaxisTaken,MalariaProphylaxisSpecify,ContactDetails
4849178,Cholera,240227_47116192,Clinical,Clinical notification,Bouca Community Health Center,PUBLIC,OTHER,DOH,Mbomou,Baoro,Ouaka,Alain Dacko,2024-02-16,2024-03-02,Laboratory confirmed,2024-01-31,NONE,André,Djotodia,2007-01-25,8.0,45-49,Days,Female,SA ID,,,646697084.0,South Africa,Ouham-Pendé,Kaga-Bandoro,Ouham,Alive,,Inpatient,Yes,,,Yes,912509411,,Android,Not Pregnant,,Vomiting|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664739,Cholera,240117_46558072,Clinical,Clinical notification,Bozoum District Health Center,PUBLIC,HOSPITAL,DOH,Ouham,Baoro,Ouaka,Simone Djotodia,2024-02-13,2024-01-29,Clinical signs and symptoms ONLY,2024-03-04,ALL6089,William,Maloum,2008-05-28,34.0,0,Days,Female,SA ID,1412051079081.0,,724325840.0,South Africa,Nana-Grébizi,Bossembélé,Ouham,Alive,,Inpatient,Yes,,,Yes,AHTW4360NOF,,Web,,,Vomiting|Profuse watery diarrhea|Severe dehydration|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4644999,Cholera,240201_46656772,Clinical,Laboratory notification,Gamboula Pediatric Hospital,PUBLIC,HOSPITAL,DOH,Bouca,Bangui,Ouham,François Bangui,2024-02-14,2024-01-31,Laboratory confirmed,2024-02-01,1039521313,Bernadette,Maloum,1968-06-06,11.0,5-9,Days,Male,Passport,9010310024088.0,,784323547.0,South Africa,Ouham-Pendé,Mobaye,Ouham,Alive,2024-02-09,Outpatient,No,,,Yes,AOBG8173P,,Android,Not Pregnant,,Profuse watery diarrhea|,50.0,,,Not employed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General Ward|,,,,,,,,
4663201,Cholera,240221_47083191,Clinical,Clinical notification,Kaga-Bandoro General Hospital,PUBLIC,CLINIC,PRIVATE HOSPITAL GROUP,Bossembélé,Bangui,Mambéré-Kadéï,Frédéric Bozizé,2024-02-28,2024-02-20,Laboratory confirmed,2024-01-31,LP0800255011,Agathe,Maloum,2022-01-01,11.0,0,Days,Female,SA ID,,,646096174.0,South Africa,Nana-Grébizi,Berberati,Mobaye,Alive,2024-03-12,,No,,,Yes,AIWP0978P,,Paper-based,Not Pregnant,,Profuse watery diarrhea|Severe dehydration|Vomiting|,,,,Not employed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Admitted,,,,,
4665699,Cholera,240124_46610601,Clinical,Clinical notification,Mobaye Regional Clinic,PUBLIC,HOSPITAL,DOH,Bouca,Baoro,Ouaka,Simone Djotodia,2024-01-27,2024-01-31,Clinical signs and symptoms ONLY,2024-03-13,020586,Véronique,Boganda,2014-05-18,16.0,0,Days,Female,SA ID,,,,South Africa,Nana-Grébizi,Bossangoa,Ouham,Alive,,Inpatient,No,,,Yes,ANMF0515P,,Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665421,Cholera,240520_4826173,Clinical,Clinical notification,Bouca Community Health Center,PUBLIC,CLINIC,DOH,Bouca,Damara,Ombella-M'Poko,Jacques Samba,2024-03-10,2024-02-29,Other,2024-04-03,,Hortense,Gamboula,2007-10-25,15.0,30-34,Years,Male,,,,781383568.0,South Africa,Nana-Grébizi,Bouar,Bria,Deceased,2024-03-01,Outpatient,No,,,Yes,NI00424620,,iOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4656314,Cholera,240215_46944662,Clinical,Clinical notification,Kaga-Bandoro General Hospital,PUBLIC,CLINIC,DOH,Nana-Grébizi,Baoro,Haute-Kotto,François Bangui,2024-01-23,2024-01-17,Clinical signs and symptoms ONLY,2024-01-13,,Bernadette,Yamissou,,34.0,0,Days,Female,SA ID,961117.0,,815369356.0,South Africa,Ouham-Pendé,Sibut,Vakaga,Alive,2024-03-01,Inpatient,No,,,Yes,AHKC3437NOF,OA02784989,Web,,,Vomiting|Rice-water stools|,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No Contact|,,,,,,,,,,,,
4696467,Cholera,240313_47602072,Clinical,Clinical notification,Bouca Community Health Center,PUBLIC,HOSPITAL,DOH,Bouca,Kaga-Bandoro,Ouaka,Lucienne Kolingba,2024-02-23,2024-01-31,Clinical signs and symptoms ONLY,2024-03-12,99690,Cécile,Djotodia,2004-06-07,23.0,25-29,Days,Male,SA ID,,,,,Ouham-Pendé,Nola,Nana-Grébizi,Alive,,Outpatient,No,,,Yes,ANGV7937P,,Android,,,Profuse watery diarrhea|,,,,,,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4602255,Cholera,240129_46639612,Clinical,Clinical notification,Bouca Community Health Center,PUBLIC,CLINIC,DOH,Bouca,Bambari,Mambéré-Kadéï,Frédéric Bozizé,2024-02-03,2024-01-08,Clinical signs and symptoms ONLY,2024-02-13,LP0000444315,Léon,Bozoum,2006-08-14,2.0,0,Years,Male,SA ID,,,732123288.0,South Africa,Nana-Grébizi,Berberati,Ouham,Alive,,Inpatient,No,,,Yes,AIGV8916NOF,,Web,Not Pregnant,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4655856,Cholera,240219_46961631,Clinical,Clinical notification,Bozoum Medical Center,PUBLIC,HOSPITAL,PRIVATE HOSPITAL GROUP,Grimari,Bangui,Ouaka,Valérie Sibut,2024-01-26,2024-02-11,Clinical signs and symptoms ONLY,2024-01-29,060814,Ludivine,Bangui,1979-10-24,61.0,45-49,Days,Female,,,,727700085.0,South Africa,Ouham-Pendé,Nola,Berberati,Alive,,Transferred,No,,,Yes,ANMF0215P,,Android,Not Pregnant,,Profuse watery diarrhea|,,,,Not employed,,,,,,,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665693,Cholera,240221_47083321,Clinical,Clinical notification,Bambari District Clinic,PUBLIC,HOSPITAL,DOH,Mbomou,Bria,Mambéré-Kadéï,Odette Maloum,2024-02-25,2024-01-24,Laboratory confirmed,2024-02-13,NONE,Jacques,Bokassa,2019-05-21,63.0,0,Days,Female,SA ID,,,714622112.0,South Africa,Ouham-Pendé,Kaga-Bandoro,Ouham,Deceased,2024-01-30,,No,,,Yes,,,Android,,,Vomiting|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4601266,Cholera,240226_47109121,Lab,Clinical notification,Bossembélé Medical Facility,PUBLIC,HOSPITAL,DOH,Bouca,Baoro,Ouaka,Hélène Goumba,2024-03-18,2024-01-17,Clinical signs and symptoms ONLY,2024-04-01,656/2024,Paul,Mandaba,2008-04-11,24.0,0,Days,Female,Passport,,,,South Africa,Ouham-Pendé,Batangafo,Ouham,Alive,,,No,,,Yes,AIBD1621NOF,,Android,Not Pregnant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4661060,Cholera,240429_47942321,Merged,Clinical notification,Bouca Community Health Center,PRIVATE,HOSPITAL,DOH,Mbaiki,Bossangoa,Mambéré-Kadéï,François Bangui,2024-01-21,2024-01-22,Clinical signs and symptoms ONLY,2024-01-29,,Alain,Damara,,64.0,25-29,Days,Male,SA ID,,89A8M962,,South Africa,Ouham-Pendé,Nola,Ouham-Pendé,Alive,,,Yes,,,Yes,ANMF0210P,,Android,,,Vomiting|Severe dehydration|Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4663827,Cholera,240618_46613611,Clinical,Clinical notification,Bouca Community Health Center,PUBLIC,HOSPITAL,DOH,Kabo,Baoro,Ouaka,Christine Gamboula,2024-01-27,2024-01-17,Clinical signs and symptoms ONLY,2024-02-01,,Roland,Patassé,1937-11-30,12.0,10-14,Years,Male,SA ID,5508160832082.0,,673687011.0,South Africa,Nana-Grébizi,Nola,Kaga-Bangoro,Alive,,Inpatient,No,,,Yes,AMNF0067P,,Web,,,Profuse watery diarrhea|Severe dehydration|Vomiting|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fluids, electrolytes and probiotics",,,,,,
4864221,Cholera,240209_46915893,Merged,Clinical notification,Gamboula Pediatric Hospital,PRIVATE,CLINIC,DOH,Bossembélé,Baoro,Ouaka,Agathe Djotodia,2024-02-14,2024-01-29,Laboratory confirmed,2024-02-01,1600224072,Odette,Bimbo,1993-12-17,73.0,10-14,Days,Female,Passport,,,766170744.0,South Africa,Ouham-Pendé,Bambari,Bimbo,Alive,,Outpatient,No,,,Yes,AHXB8346NOF,,Android,Not Pregnant,,Rice-water stools|Severe dehydration|Vomiting|,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,Admitted,,,,,
4665500,Cholera,240201_46658731,Lab,Laboratory notification,Kaga-Bandoro General Hospital,PUBLIC,HOSPITAL,DOH,Kabo,Bambari,Ouham,Aurélie Kolingba,2024-03-20,2024-02-27,Clinical signs and symptoms ONLY,2024-05-20,7910240,Laurent,Kette,,49.0,0,Days,Female,SA ID,1202285735081.0,,766796507.0,South Africa,Ouham-Pendé,Batangafo,Ouham,Alive,,Outpatient,,,,,ANUV1873P,,iOS,Not Pregnant,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4712772,Cholera,240205_46776181,Merged,Clinical notification,Bambari District Clinic,PUBLIC,CLINIC,DOH,Bouca,Bria,Ouaka,Hélène Samba,2024-01-12,2024-04-29,Laboratory confirmed,2024-01-29,,Béatrice,Obo,2011-07-19,72.0,0,Days,Female,Passport,,,607913575.0,South Africa,Ouham-Pendé,Gamboula,Ouham,Alive,,Outpatient,No,,,No,PA00133H Pathcare,,Android,,,Profuse watery diarrhea|Severe dehydration|Vomiting|,,,Black African,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Admitted,,,,,
4655807,Cholera,240130_46647582,Clinical,Suspected case,Carnot Community Health Center,PUBLIC,CLINIC,DOH,Bouca,Baoro,Ouaka,Quitterie Sibut,2024-01-29,2024-03-20,Clinical signs and symptoms ONLY,2024-02-14,99690,Alain,Kette,1943-11-05,9.0,0,Days,Female,SA ID,,,608684418.0,South Africa,Ouham-Pendé,Berberati,Bozoum,Alive,,Outpatient,Yes,,,Yes,AIFH7551NOF,,Paper-based,Not Pregnant,,Profuse watery diarrhea|Vomiting|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Admitted,,,,,
4694109,Cholera,240207_46797452,Clinical,Clinical notification,Bangassou Regional Center,PUBLIC,HOSPITAL,DOH,Ouaka,Zémio,Ouaka,Simone Djotodia,2024-02-18,2024-01-31,Clinical signs and symptoms ONLY,2024-01-23,66648,Gabrielle,Berberati,1972-02-02,,45-49,Days,Male,Passport,6806065893087.0,241082,,South Africa,Ouham-Pendé,Baoro,Ouham,Alive,,,No,,,Yes,AIBC4023NOF,,Android,,,Rice-water stools|,,,,,,,,,Never smoked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Discharged Alive,,,,,
4708287,Cholera,240201_46656882,Clinical,Clinical notification,Bria Regional Clinic,PUBLIC,CLINIC,DOH,Bouca,Baoro,Mambéré-Kadéï,Sébastien Goumba,2024-01-30,2024-03-01,Laboratory confirmed,2024-02-07,7571,Léon,Kabo,2009-07-19,2.0,20-24,Days,Female,SA ID,4311050037081.0,,634749662.0,South Africa,Nana-Grébizi,Nola,Bossangoa,Alive,,,Yes,,,Yes,anla0112p,,Android,Not Pregnant,,Profuse watery diarrhea|Severe dehydration|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4707330,Cholera,240314_47607342,Clinical,Clinical notification,Bozoum Medical Post,PUBLIC,CLINIC,DOH,Bouca,Bangui,Ouaka,Marguerite Ndakala,2024-02-18,2023-12-30,Clinical signs and symptoms ONLY,2024-03-18,,Amani,Samba,2008-02-12,44.0,0,Days,Female,,,018238,631982296.0,South Africa,Ouham-Pendé,Boganda,Ouham,Alive,,Inpatient,Yes,,,Yes,AORS7610P,,Android,Not Pregnant,,Vomiting|Profuse watery diarrhea|,,,,Not employed,,,,,,,,,,,,,,,,,,,,,,No disability,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665873,Cholera,240201_46657412,Clinical,Clinical notification,Bouca Community Health Center,PUBLIC,HOSPITAL,DOH,Mambéré-Kadéï,Bria,Ouaka,Quitterie Sibut,2024-02-05,2024-01-16,Clinical signs and symptoms ONLY,2024-03-05,1000-000-0083,Albert,Sibut,,38.0,0,Years,Male,Passport,8606140868080.0,,,South Africa,Ouham-Pendé,Bossangoa,Bimbo,Alive,,Outpatient,No,,,Yes,,,Android,Not Pregnant,,Profuse watery diarrhea|Vomiting|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4711619,Cholera,240314_47607342,Clinical,Clinical notification,Kabo Women's Health Center,PUBLIC,CLINIC,DOH,Bouca,Damara,Ouaka,Simone Djotodia,2024-02-13,2024-04-01,Clinical signs and symptoms ONLY,2024-03-12,1800338977,Raoul,Kaga-Bandoro,2012-02-17,23.0,0,Days,Female,SA ID,,,646751623.0,South Africa,Haute-Kotto,Bouar,Mobaye,,,Outpatient,No,,,,ANLA8794P,,Android,,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710022,Cholera,240403_47800951,Clinical,Clinical notification,Obo Regional Hospital,PUBLIC,HOSPITAL,PRIVATE ORGANIZATION,Bossembélé,Baoro,Mambéré-Kadéï,Armand Bambari,2024-02-18,2024-03-14,Laboratory confirmed,2024-02-01,191075,Henriette,Yakoma,1943-11-05,52.0,0,Days,Male,SA ID,961117.0,,646096174.0,South Africa,Ouham-Pendé,Kaga-Bandoro,Ouham,Alive,,Outpatient,No,,,,ANMF0204P,,Android,Not Pregnant,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,
4794232,Cholera,240305_47353812,Merged,Clinical notification,Bangassou Health Post,PUBLIC,HOSPITAL,DOH,Ouham,Bambari,Ouaka,Frédéric Bozizé,2024-03-14,2024-01-24,Clinical signs and symptoms ONLY,2024-02-05,1016407916,Monique,Bangui,1978-08-12,16.0,0,Years,Female,SA ID,,,606725616.0,Zimbabwe,Ouham-Pendé,Sibut,Berberati,Deceased,,,No,,,Yes,ANMF0067P,,Android,,,Profuse watery diarrhea|,,,Black African,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,No,,,,,,,,,Admitted,,,,,
4680714,Cholera,240205_46776181,Clinical,Clinical notification,Kabo Women's Health Center,PUBLIC,CLINIC,DOH,Kabo,Baoro,Ouaka,Simone Djotodia,2024-01-16,2024-06-13,Clinical signs and symptoms ONLY,2024-01-13,6555636,Odette,Obo,2007-10-25,58.0,5-9,,Female,Passport,6501205388086.0,,608684418.0,South Africa,Nana-Grébizi,Bouca,Bimbo,Alive,,Inpatient,No,,,Yes,,,Android,Not Pregnant,,Profuse watery diarrhea|Vomiting|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665688,Cholera,240129_46639672,Clinical,Clinical notification,Bozoum Medical Center,PUBLIC,CLINIC,DOH,Mbomou,Bouca,Ouaka,Gaston Yakoma,2024-01-21,2024-01-31,Laboratory confirmed,2024-01-30,99690,Georgette,Obo,,34.0,0,Years,Female,SA ID,,,721977227.0,South Africa,Ouham-Pendé,Batangafo,Ouham,Alive,,Inpatient,No,,,Yes,,,Android,,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General Ward|,,,,,,,,
4663827,Cholera,240226_47108891,Clinical,Clinical notification,Bambari District Clinic,PUBLIC,HOSPITAL,DOH,Bouca,Bria,Ouaka,Serge Nola,2024-01-26,2024-01-17,Clinical signs and symptoms ONLY,2024-06-15,656/2024,Béatrice,Samba,2017-12-31,79.0,65+,Days,Female,SA ID,8603051408089.0,,,South Africa,Ouham-Pendé,Bossangoa,Ouham,Alive,,,Yes,,,Yes,ANMF0072P,,Android,Not Pregnant,,,,,,,,,,,,,,,,,,,,,,,,,,,,No disability,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665662,Cholera,240326_47769231,Clinical,Clinical notification,Bambari Regional Post,PUBLIC,HOSPITAL,DOH,Bossembélé,Baoro,Mambéré-Kadéï,Fabienne Patassé,2024-01-23,2024-02-07,Clinical signs and symptoms ONLY,2024-03-02,,Quitterie,Bambari,2011-04-30,17.0,0,Years,Male,SA ID,,,729231229.0,South Africa,Ouham-Pendé,Bambari,Bossembélé,Alive,,Transferred,No,,,Yes,ANMF0067P,,Android,Not Pregnant,,Profuse watery diarrhea|Severe dehydration|Rice-water stools|,,,,,,,,,,,,,,,,,,,,,,,,,,No disability,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708154,Cholera,240430_47950621,Clinical,Clinical notification,Bouca Community Health Center,PUBLIC,CLINIC,DOH,Bouca,Baoro,Ouaka,François Boganda,2024-01-23,2024-01-29,Clinical signs and symptoms ONLY,2024-03-18,1600224072,William,Bimbo,1956-12-20,,0,Days,Female,,,,833204251.0,South Africa,Haute-Kotto,Berberati,Bozoum,Alive,,Outpatient,Yes,,,Yes,ANLB0466P,,Android,,,Rice-water stools|,,,,,,,,,,,,,,,,,,,,,,,,,Cholera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708184,Cholera,240201_46657182,Clinical,Discarded case,Bouca Community Health Center,PUBLIC,CLINIC,DOH,Bouca,Bangui,Mambéré-Kadéï,Frédéric Bozizé,2024-01-30,2024-03-19,Clinical signs and symptoms ONLY,2024-02-27,21685,Albert,Kabo,2008-01-02,,20-24,Days,Male,SA ID,,5/20981/48,794080676.0,South Africa,Nana-Grébizi,Sibut,Mbomou,Alive,,Outpatient,No,,,Yes,unknown,,Android,Not Pregnant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708319,Cholera,240207_46796331,Clinical,Clinical notification,Bria Regional Clinic,PUBLIC,CLINIC,DOH,Bouca,Baoro,Mambéré-Kadéï,Frédéric Bozizé,2024-01-25,2024-01-31,Laboratory confirmed,2024-02-08,200674,Ludivine,Bangui,1985-02-04,33.0,0,Days,Female,SA ID,1812205556084.0,,726751311.0,South Africa,Haute-Kotto,Batangafo,Ouham,Alive,,Outpatient,No,,,No,AIWP0994P,NIM0014676,Microstrategy/SDW,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,
4679633,Cholera,240207_46794043,Clinical,Clinical notification,Bria Regional Clinic,PUBLIC,HOSPITAL,PRIVATE PRACTICE,Mbaiki,Baoro,Haute-Kotto,Agathe Djotodia,2024-02-06,2024-01-31,Clinical signs and symptoms ONLY,2024-03-12,,Samuel,Kolingba,2014-01-31,11.0,30-34,Days,Female,Passport,,,,South Africa,Nana-Grébizi,Bossangoa,Ouham,Alive,,Inpatient,No,,,Yes,,,Android,,,Profuse watery diarrhea|Severe dehydration|,,,,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4656784,Cholera,240307_47368232,Merged,Clinical notification,Bouca Community Health Center,PUBLIC,HOSPITAL,DOH,Bouca,Baoro,Mambéré-Kadéï,Didier Boganda,2024-01-26,2024-02-28,Clinical signs and symptoms ONLY,2024-02-01,,Roland,Kaga-Bandoro,2011-08-25,20.0,65+,Years,Female,Passport,,,634749662.0,South Africa,Nana-Grébizi,Nola,Ouham,Alive,,Outpatient,Yes,,,Yes,AIBB9358NOF,,iOS,,,,,,,,,,Unemployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665455,Cholera,240209_46809031,Clinical,Clinical notification,Baoro Medical Clinic,PUBLIC,CLINIC,DOH,Bouca,Baoro,Ouaka,Simone Djotodia,2024-01-16,2024-01-31,Laboratory confirmed,2024-03-15,LP0000355744,Gervais,Samba,,11.0,15-19,Days,Male,,,,,South Africa,Ouham-Pendé,Bambari,Vakaga,Alive,2024-01-30,Inpatient,No,,,Yes,AHQE5855NOF,,Android,,,Profuse watery diarrhea|Vomiting|Severe dehydration|,,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antimicrobials|,,,,,,,
4656110,Cholera,240201_46657032,Merged,Clinical notification,Bimbo Regional Hospital,PUBLIC,HOSPITAL,DOH,Mbomou,Baoro,Ouaka,Simone Djotodia,2024-02-19,2024-01-18,Clinical signs and symptoms ONLY,2024-02-12,LP0800255011,Simon,Bouca,2011-09-02,11.0,45-49,Years,Female,Passport,,N7677F79,613015064.0,South Africa,Kémo,Mobaye,Ouham-Pendé,Alive,,Inpatient,,,,No,ANGV7935P,OF00228505,Android,Not Pregnant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665651,Cholera,240117_46561682,Lab,Clinical notification,Bozoum District Health Center,PUBLIC,CLINIC,DOH,Bouca,Bangui,Ouaka,Armand Bambari,2024-02-07,2024-04-29,Clinical signs and symptoms ONLY,2024-01-13,LP0000207286,Thomas,Patassé,1989-01-01,34.0,65+,Years,Female,SA ID,,,,South Africa,Nana-Grébizi,Berberati,Bimbo,Alive,,Outpatient,No,,,Yes,,,Android,Not Pregnant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Antimicrobials|,,,,,,,
4665703,Cholera,240109_46012661,Clinical,Clinical notification,Bouca Health Post,PUBLIC,CLINIC,DOH,Bouca,Kaga-Bandoro,Ouaka,Simone Djotodia,2024-02-25,2024-02-06,Clinical signs and symptoms ONLY,2024-02-01,FH24_177837,Marcelle,Dacko,1979-10-24,16.0,25-29,Days,Female,SA ID,,,,South Africa,Ouham-Pendé,Bossangoa,Berberati,Alive,,Outpatient,No,,,Yes,AOES0271P,,Web,,,Profuse watery diarrhea|Severe dehydration|Rice-water stools|,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4712441,Cholera,240227_47116192,Clinical,Clinical notification,Bimbo Health Clinic,PUBLIC,HOSPITAL,PRIVATE HOSPITAL GROUP,Nana-Grébizi,Bossembélé,Ouaka,Claudine Yangongo,2024-02-05,2024-03-20,Clinical signs and symptoms ONLY,2024-01-31,7131,Georges,Kabo,1957-07-11,76.0,0,Days,Male,SA ID,5005060269085.0,,795814838.0,South Africa,Ouham-Pendé,Bossangoa,Mbomou,Alive,,Discharged,Yes,,,Yes,405083997,,Android,Not Pregnant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other|,,,,,,,
4764435,Cholera,240220_47073301,Clinical,Clinical notification,Obo Regional Hospital,PUBLIC,HOSPITAL,DOH,Bouca,Kabo,Ouaka,Marguerite Ndakala,2024-01-25,2024-03-12,Laboratory confirmed,2024-02-20,86305,Suzanne,Kette,1976-03-06,26.0,0,Days,Male,Passport,,51/96098/1,795021585.0,South Africa,Nana-Grébizi,Baboua,Vakaga,Alive,,Outpatient,Yes,,,Yes,668632826,,Android,,,Vomiting|Profuse watery diarrhea|,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,No Contact|,,,,,,,,,,,,
4656110,Cholera,240201_46657032,Clinical,Clinical notification,Kaga-Bandoro General Hospital,PUBLIC,CLINIC,DOH,Bouca,Bambari,Haute-Kotto,Simone Djotodia,2024-01-31,2024-03-28,Clinical signs and symptoms ONLY,2024-01-13,,Samuel,Dacko,2008-01-02,9.0,0,Days,Male,SA ID,,,791966130.0,South Africa,Ouham-Pendé,Bambari,Nola,Alive,,Inpatient,No,,,Yes,,OF00229036,Web,Not Pregnant,,Vomiting|,,,Black African,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665886,Cholera,240206_46789641,Clinical,Clinical notification,Bouar Community Clinic,PUBLIC,HOSPITAL,PRIVATE HOSPITAL GROUP,Bossembélé,Bangui,Ouaka,Thomas Damara,2024-03-31,2024-01-13,Clinical signs and symptoms ONLY,2024-03-19,,Francine,Bouca,,24.0,0,Years,Male,SA ID,,,646697084.0,South Africa,Ouham-Pendé,Berberati,Ouham,,,Outpatient,No,,,Yes,AHGX1125NOF and AHGX1126NOF,,Android,Not Pregnant,,Rice-water stools|,,,,,,,,,,,,,,,,,,,,,,,,,,No disability,,,,,,,,,,,,,,,,,,2024-02-08,,,,,,,,,
4724154,Cholera,240416_47873812,Clinical,Clinical notification,Baoro Medical Clinic,PUBLIC,HOSPITAL,DOH,Bossembélé,Bambari,Ouaka,Frédéric Bozizé,2024-01-26,2024-03-25,Clinical signs and symptoms ONLY,2024-02-07,101076,Fabienne,Boganda,2023-12-28,12.0,0,Years,Male,SA ID,,E8n75553,,South Africa,Nana-Grébizi,Batangafo,Ouham-Pendé,Alive,,Transferred,No,,,Yes,ANMF0062P,,Android,Not Pregnant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
